id_parada,fecha_operacion,tiempo_operacion_h,unidades_producidas,defectos_unidades,temperatura_promedio_c,velocidad_real_u_h,causa_parada,criticidad,duracion_parada_min,costo_parada_soles,observacion,turnos_nombre,turnos_supervisor,turnos_hora_inicio,turnos_hora_fin,procesos_nombre,procesos_familia,procesos_temperatura_objetivo_c,procesos_velocidad_objetivo_u_h,maquinas_nombre,maquinas_linea,maquinas_tipo_maquina,maquinas_antiguedad_anios
346,2026-06-23,3.99,1151,14,46.37,376.85,Falla mecanica,Media,33.06,923.53,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Empacadora 04,Linea B,Empaque,3.64
347, 2026-01-20 ,10.99 aprox,3079,16,67.2,,Falta de insumo,Media,46.75,1406.03,OK,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
348,2026-04-09,9.6,3006,33,62.51,386.09,Falla electrica,,67.41,2032.04,,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
349,2026-03-11,8.78,3870,22,53.15,559.22,Falla mecanica,Media,53.77,1686.48,OK,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Cortadora 03,Linea B,Corte,5.06
350,2026-04-06,3.47,1531,15,36.92,"647,58",Falta de insumo,Media,31.54,S/ 1122.54,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,prensa 02,Linea A,Prensado,6.78
351,11-02-2026,4.36,1344,20,40.06,400.13,Falta  de  insumo,Media,51.8,1814.09,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Horno 05,linea c,TeRmIcO,10.14
352,2026-03-14,5.85,1811,20,78.34,352.65,Falla mecanica,Baja,"40,82",1042.28,,Manana,Ana Torres,06:00,14:00,Moldeado inicial,Transformacion,70.0,410.0,Empacadora 04,Linea B,Empaque,3.64
353,2026-06-20,2.71,765,23,42.61,410.9,  Falta de insumo ,Baja,43.68,1330.73,OK,Noche,Diana Flores,22:00,06:00,Preparacion de insumo,Preparacion,45.0,520.0,Selladora 08,Linea D,Sellado,7.96
354,2026-04-01,9.97, 2527 ,24,33.94,281.35,Cambio de formato,Baja, 109.59 ,2863.88,Validar causa,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
355,2026-04-20,2.4,843 aprox,29,55.65,"503,38",Cambio de formato,Baja,28.7,1098.9,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Preparacion de insumo,Preparacion,45.0,520.0,Selladora 08,Linea D,Sellado,7.96
356,2026-02-27,5.76,1209,22,23.39,247.68,Falta  de  insumo,Baja,34.01,1203.62,  Atencion mantenimiento ,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Etiquetadora 06,Linea C,Etiquetado,2.46
357,2026-03-23,3.0,725,17,31.72,270.51,FALTA DE INSUMO,Baja,,913.25,Validar causa,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
358,25-03-2026,2.88,1250,20,36.65,499.49,Cambio de formato,Media,43.83,1160.41,,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,prensa 02,Linea A,Prensado,6.78
359,2026-05-18,3.33 aprox,1205,35,59.64,381.49,Falla mecanica,Alta,66.29 aprox,1548.75,Atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Moldeado inicial,Transformacion,70.0,410.0,Etiquetadora 06,Linea C,Etiquetado,2.46
360,2026-04-23,6.9,2734,27,"12,73",598.18,Falla mecanica,Baja,55.61,1876.77,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Mezcladora 01,Linea A,Mezclado,4.18
361,2026-02-19,7.92,3060,28,78.08,413.39,Falla mecanica,BAJA,40.67,1372.7,,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Empacadora 04,Linea B,Empaque,3.64
362,2026-04-25,2.01,1143,9,"18,6",648.92,Ajuste de calidad,Alta,51.13,1318.4,,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Cortadora 03,Linea B,Corte,5.06
363, 2026-01-18 ,8.59,4843,28,45.72,593.84,Falta  de  insumo,Baja,47.28 aprox,S/ 1603.82,OK,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Cortadora 03,Linea B,Corte,5.06
364,2026-06-20, 9.78 ,1532,14,26.4,212.49,Espera de operador,MEDIA,48.36,1208.69,OK,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Llenadora 07,Linea D,Llenado,5.65
365,2026-01-01,3.98,1992,15 aprox,37.18,612.63,  Cambio de formato ,Media,29.35,796.22,,Manana,Ana Torres,06:00,14:00,Corte de piezas,transformacion,38.0,620.0,Empacadora 04,Linea B,Empaque,3.64
366,2026-05-02,"6,4",2622,21,42.59,574.01,Falla mecanica,MeDiA,"49,09",1147.62,OK,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Empacadora 04,Linea B,Empaque,3.64
367,2026-02-22,3.36,986,16,21.36,307.41,Falla electrica,Critica,"73,28",3232.98,Validar causa,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Mezcladora 01,Linea A,Mezclado,4.18
368,2026-03-15,,1184,22,27.34,226.22,Falta de insumo,Critica,76.3,3025.1,OK,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Etiquetadora 06,Linea C,Etiquetado,2.46
369,2026-06-09,6.23,2145,16,47.73,441.53 aprox,MaNtEnImIeNtO CoRrEcTiVo,Media,49.48,1362.46,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Mezcladora 01,Linea A,Mezclado,4.18
370,2026-02-27,4.84,2189,16,35.71,596.47,LIMPIEZA NO PROGRAMADA,  Baja ,30.84,711.76,,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Empacadora 04,Linea B,Empaque,3.64
371,2026-03-27,10.6,2845,16,26.1,275.23 aprox,Limpieza no programada,MEDIA,30.59,1074.61,OK,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,prensa 02,Linea A,Prensado,6.78
372,2026-06-19,8.46 aprox,2648,21,66.71,395.69,ajuste de calidad,Media,49.06,1078.72,Validar causa,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Mezcladora 01,Linea A,Mezclado,4.18
373,2026-01-12,10.42,2689,11,147.89,275.87,FaLlA ElEcTrIcA,Media,59.69,1985.85,Validar causa,Noche,Diana Flores,22:00,06:00,Tratamiento termico,Termico,155.0,260.0,Empacadora 04,Linea B,Empaque,3.64
374,2026-06-06,5.39,1556 aprox,9,67.63,349.71,Falla electrica,Media,51.33,1515.54,VALIDAR CAUSA,Tarde,Luis Ramos,14:00,22:00,Moldeado inicial,Transformacion,70.0,410.0,Empacadora 04,Linea B,Empaque,3.64
375,,6.84,4075,25,"18,89",836.04,AjUsTe dE CaLiDaD,MEDIA, 58.4 ,"1883,43",Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Cortadora 03,Linea B,Corte,5.06
376,2026-03-20,6.26,4656,15,24.86,784.4,Falla electrica,Media,57.39,1253.34,OK,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Horno 05,linea c,TeRmIcO,10.14
377,2026-04-06,3.71,,16, 21.22 ,310.67,Ajuste de calidad,media,32.54,911.96,AtEnCiOn mAnTeNiMiEnTo,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Llenadora 07,Linea D,Llenado,5.65
378,2026-04-09,8.14,1835,24,37.01,310.44,Limpieza no programada,Baja,30.55,875.27,OK,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Selladora 08,Linea D,Sellado,7.96
379,2026-02-24,10.71,2001,12,25.37,"257,96",,Critica,54.97,1947.93,Revisar sensor,Manana,Ana Torres,06:00,14:00,Control de calidad,CaLiDaD,23.0,350.0,Empacadora 04,Linea B,Empaque,3.64
380,03-03-2026,7.25,4333,24 aprox,21.03,918.29,FaLtA De iNsUmO,Media,50.25,,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Horno 05,linea c,TeRmIcO,10.14
381,2026-06-06,"10,32",1542,21,32.78,219.54,Limpieza  no  programada,Alta,54.29,1879.38,,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Horno 05,linea c,TeRmIcO,10.14
382,2026-03-23,9.6,1619,14,"154,42",244.8,Falla electrica,Baja,41.74,1041.01,,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,prensa 02,Linea A,Prensado,6.78
383,2026-03-25,8.35 aprox,1799,11,155.9,"229,87",Limpieza no programada,Media,33.39,1063.55,Revisar sensor,Manana,Ana Torres,06:00,14:00,Tratamiento termico,Termico,155.0,260.0,prensa 02,Linea A,Prensado,6.78
384,2026-02-27,10.18,2358,21,149.0,237.42,Ajuste de calidad,Media,39.87 aprox,1411.75,Validar causa,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Empacadora 04,Linea B,Empaque,3.64
385,,4.55,2236,14, 34.47 ,656.88,FaLtA De iNsUmO,Media,48.94,1490.58 aprox,Atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Corte de piezas,transformacion,38.0,620.0,Mezcladora 01,Linea A,Mezclado,4.18
386,2026-05-01,7.77,3514,6,35.37,526.24,Ajuste de calidad,Media,32.53,843.24,OK,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Etiquetadora 06,Linea C,Etiquetado,2.46
387,2026-01-01,5.22,2699,10,22.27,,Ajuste de calidad,Alta,37.82,1029.57,Validar causa,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,prensa 02,Linea A,Prensado,6.78
388,2026-03-05,8.64,2638,27,65.65,336.38,Falla electrica,Baja,61.51,1993.74,Revisar sensor,Manana,Ana Torres,06:00,14:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
389,2026-01-09,"6,83",3246,11,39.39,664.27,,Alta,56.2,1727.91,AtEnCiOn mAnTeNiMiEnTo,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Llenadora 07,Linea D,Llenado,5.65
390,2026-04-03,5.93,1323,19,24.15,"269,9",Ajuste de calidad,,164.86,5444.08,OK,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Etiquetadora 06,Linea C,Etiquetado,2.46
391,02-06-2026,4.44,1342 aprox,24 aprox,30.87,367.17,Espera de operador,Critica,55.98,2369.03,Revisar sensor,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,Etiquetadora 06,Linea C,Etiquetado,2.46
392,2026-02-05,5.67,1441,15, 31.68 ,"294,61",LiMpIeZa nO PrOgRaMaDa,Baja,26.04,962.57,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Etiquetadora 06,Linea C,Etiquetado,2.46
393,25/01/2026,"5,93",,19,149.23,191.63,Cambio de formato,Media, 58.42 ,1265.11,Revisar sensor,Manana,Ana Torres,06:00,14:00,Tratamiento termico,Termico,155.0,260.0,prensa 02,Linea A,Prensado,6.78
394,2026-01-05,7.46,2380,14,"67,23",412.75,  Limpieza no programada ,Baja,33.61,1235.9,,Manana,Ana Torres,06:00,14:00,Moldeado inicial,Transformacion,70.0,410.0,Mezcladora 01,Linea A,Mezclado,4.18
395,2026-05-04,7.44,2273,31,56.45,384.43 aprox,Falta de insumo,Baja,36.2,896.57,Validar causa,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,prensa 02,Linea A,Prensado,6.78
396,2026-06-24,5.21,713,22,158.01,190.2,Limpieza no programada,Media,51.19,1292.7,OK,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Horno 05,linea c,TeRmIcO,10.14
397,2026-04-16,2.64,1591,28 aprox,33.41,919.25,Limpieza no programada,media,43.34,S/ 973.98,  Validar causa ,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,prensa 02,Linea A,Prensado,6.78
398,2026-06-24, 4.81 ,1293,16,36.16 aprox,379.45,Limpieza no programada,  Alta ,48.23,1121.89,atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Etiquetadora 06,Linea C,Etiquetado,2.46
399,2026-03-15,,2557,26,, 248.1 ,Falla mecanica,Media,62.14,1808.48,Revisar sensor,Manana,Ana Torres,06:00,14:00,Tratamiento termico,Termico,155.0,260.0,Cortadora 03,Linea B,Corte,5.06
400,20/03/2026,3.59,2610 aprox,9,22.05,755.37,Limpieza no programada,ALTA,44.96,1520.5,OK,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Empacadora 04,Linea B,Empaque,3.64
401,2026-01-15,9.45,3846,18, 20.48 ,538.35,Ajuste  de  calidad,Alta,"61,17",1678.31,,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Selladora 08,Linea D,Sellado,7.96
402,01/02/2026,3.13,2191,22,18.63,800.54,Falta de insumo,Media,42.63,,Revisar sensor,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Selladora 08,Linea D,Sellado,7.96
403,2026-06-14,2.23,396,28,40.38,234.82,Cambio de formato,Baja,46.93,1531.51,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Horno 05,linea c,TeRmIcO,10.14
404,2026-03-12,,2764,16,67.6,365.06,Limpieza no programada,Media,173.21,4095.99,OK,Manana,Ana Torres,06:00,14:00,Moldeado inicial,Transformacion,70.0,410.0,prensa 02,Linea A,Prensado,6.78
405,2026-06-25,8.47,4104,18,39.7,592.86,Falla mecanica,Baja,45.42,S/ 1437.31,OK,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Cortadora 03,Linea B,Corte,5.06
406, 2026-05-26 ,6.38,1613,30,23.42,262.44,Falta de insumo,Media,55.86,1299.56,Validar causa,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Horno 05,linea c,TeRmIcO,10.14
407,2026-02-20,4.88,2240,21,33.63,521.96,Espera de operador,Alta,61.13,1395.23,,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Selladora 08,Linea D,Sellado,7.96
408,2026-06-21,9.68,3946,25, 46.09 ,521.57,espera de operador,Baja,36.02,1479.42,,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,prensa 02,Linea A,Prensado,6.78
409,2026-03-24,7.57,3471, 30 ,15.29,,Mantenimiento correctivo,Media,65.97,1552.2,,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,prensa 02,Linea A,Prensado,6.78
410,2026-04-01,3.02,796,5,25.13,340.23,,  Baja ,25.75,689.22,OK,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Mezcladora 01,Linea A,Mezclado,4.18
411,2026-02-11,5.48,1396 aprox,30,39.32,268.22,FALLA ELECTRICA,Alta,69.33,1542.83,,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Mezcladora 01,Linea A,Mezclado,4.18
412,2026-02-22,4.09,2345,,,625.81,Falla electrica,Alta,72.17,1875.51,,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Llenadora 07,Linea D,Llenado,5.65
413,2026-01-01,10.83,2167,17 aprox,24.5,"292,98",Falla mecanica,Media,63.59,1835.99 aprox,,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,Horno 05,linea c,TeRmIcO,10.14
414,2026-03-18,4.04,1668 aprox,13,37.58,441.89,Ajuste de calidad,Critica,66.43,3224.87,OK,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Etiquetadora 06,Linea C,Etiquetado,2.46
415, 2026-06-07 ,11.28,4528,16,34.17,597.07,Ajuste de calidad,Alta,44.67,1363.91,,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Empacadora 04,Linea B,Empaque,3.64
416,2026-01-25,10.43,6307,34,15.3,780.79,Cambio de formato,Alta,63.47,S/ 1471.45,OK,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Llenadora 07,Linea D,Llenado,5.65
417,2026-04-01,7.85,1741, 20 ,151.58,"259,35",Cambio de formato,Media,43.38,1530.15,OK,Manana,Ana Torres,06:00,14:00,Tratamiento termico,Termico,155.0,260.0,Etiquetadora 06,Linea C,Etiquetado,2.46
418, 2026-01-20 ,10.99 aprox,3079,16,67.2,,Falta de insumo,Media,46.75,1406.03,OK,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
419,11/06/2026,2.49,1639,25,30.46,939.02,Cambio de formato,media,33.21,863.34,Validar causa,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Llenadora 07,Linea D,Llenado,5.65
420,2026-06-23,9.16,4667,18,28.9,"673,08",Mantenimiento correctivo,Media,48.57,1277.58,,Manana,Ana Torres,06:00,14:00,Empaque primario,Empaque,24.0,720.0,Cortadora 03,Linea B,Corte,5.06
421,2026-06-04,,3411,11,43.88,575.98,Falla electrica,Baja,33.69,1135.05,,Manana,Ana Torres,06:00,14:00,Corte de piezas,transformacion,38.0,620.0,Etiquetadora 06,Linea C,Etiquetado,2.46
422,10-06-2026,9.71,4277,24,31.62,619.35,FALTA DE INSUMO,Alta,52.75,1787.91,,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Llenadora 07,Linea D,Llenado,5.65
423,2026-04-25,9.04,1855,39,17.39,261.94,Espera de operador,Alta,80.99,1827.93,Revisar sensor,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,prensa 02,Linea A,Prensado,6.78
424,2026-05-03,10.63,3101,32,63.38,304.08,Falla mecanica,  Baja ,52.79,S/ 1194.0,OK,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,prensa 02,Linea A,Prensado,6.78
425, 2026-01-09 , 6.54 ,3509,16,25.36,753.96,  Falta de insumo ,Media,33.15,852.21,   ,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Mezcladora 01,Linea A,Mezclado,4.18
426,2026-02-03,6.77,2280 aprox, 23 ,47.19,467.28,Falla  mecanica,Baja,54.07,1368.31,OK,Manana,Ana Torres,06:00,14:00,Preparacion de insumo,Preparacion,45.0,520.0,Horno 05,linea c,TeRmIcO,10.14
427,2026-04-04,7.28,2929,17 aprox,27.76,549.43,Falla  electrica,Critica,,2472.82,Validar causa,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Selladora 08,Linea D,Sellado,7.96
428,2026-05-14,7.54,2970,29,36.95,500.32,Mantenimiento correctivo,Media,51.73,1639.91,Revisar sensor,Noche,Diana Flores,22:00,06:00,Preparacion de insumo,Preparacion,45.0,520.0,Etiquetadora 06,Linea C,Etiquetado,2.46
429,2026-06-02,3.21,1598,19,19.13,"757,54",falla electrica,Alta,64.06,1865.21,OK,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Llenadora 07,Linea D,Llenado,5.65
430,2026-03-04,11.12,6300,18 aprox,25.93,670.08,  Mantenimiento correctivo ,Media,51.54,1572.01,OK,Manana,Ana Torres,06:00,14:00,Empaque primario,Empaque,24.0,720.0,Horno 05,linea c,TeRmIcO,10.14
431,2026-06-03,10.42,3965,2,24.41,551.39,Falla mecanica,Critica, 78.61 ,2084.53,Validar causa,Noche,Diana Flores,22:00,06:00,Empaque primario,Empaque,24.0,720.0,Cortadora 03,Linea B,Corte,5.06
432,2026-03-04,5.17,1577,12,23.02,"358,57",Falta de insumo,Alta,44.84,1541.05,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Control de calidad,CaLiDaD,23.0,350.0,prensa 02,Linea A,Prensado,6.78
433,18/05/2026,"5,61",1054,20,160.41,275.83,Limpieza no programada,Alta,46.25,1261.68,Atencion mantenimiento,Manana,Ana Torres,06:00,14:00,Tratamiento termico,Termico,155.0,260.0,Mezcladora 01,Linea A,Mezclado,4.18
434,,7.82,4586,6, 18.04 ,628.1 aprox,Falla electrica,Media,32.13,,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Empaque primario,Empaque,24.0,720.0,Etiquetadora 06,Linea C,Etiquetado,2.46
435,2026-03-23,5.39,2824,13,,683.94,Mantenimiento correctivo,Baja,41.33,1146.67,,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Empacadora 04,Linea B,Empaque,3.64
436,2026/04/15,9.22,3714,13,74.55,431.56,Cambio de formato,Media,35.7,1173.54,OK,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Cortadora 03,Linea B,Corte,5.06
437,2026-04-09,8.85,1901,24,161.57,223.44,Mantenimiento correctivo,Media,52.29,1586.24,Validar causa,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Etiquetadora 06,Linea C,Etiquetado,2.46
438,2026-03-17,5.77,3132,27,34.11,554.67,mantenimiento correctivo,Media,57.95,1290.15,OK,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Llenadora 07,Linea D,Llenado,5.65
439,2026-05-07, 9.54 ,2172,15,158.21,280.49,Falta de insumo,Baja,26.93,961.77,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Cortadora 03,Linea B,Corte,5.06
440,2026-05-23,7.94,4424,10,40.22,603.49,FALLA MECANICA,Baja,39.71,S/ 1186.35,,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Mezcladora 01,Linea A,Mezclado,4.18
441,2026-03-08,7.19,2618,10,47.24,554.83,Cambio de formato,Alta,64.6,1817.84,OK,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,Horno 05,linea c,TeRmIcO,10.14
442,2026-05-06,3.43,597,10,29.83 aprox,215.29,Cambio de formato,Media,24.43,710.82,Validar causa,Tarde,Luis Ramos,14:00,22:00,Enfriamiento controlado,Termico,30.0,300.0,Etiquetadora 06,Linea C,Etiquetado,2.46
443,2026-06-03,8.53,2152,21,77.24,296.99,Falta  de  insumo,Baja,41.37,1391.91,  Atencion mantenimiento ,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Empacadora 04,Linea B,Empaque,3.64
444,2026-02-21,8.67,2657,16,26.16,355.0,Cambio de formato,Baja,41.89,1553.25,,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Horno 05,linea c,TeRmIcO,10.14
445,2026-05-27,7.7,3372,32,31.78,542.47,Limpieza no programada,Media,55.29,1141.21,Revisar sensor,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Selladora 08,Linea D,Sellado,7.96
446,2026-02-02,9.76,1624,29,158.87,184.63,LIMPIEZA NO PROGRAMADA,Media,51.36,1443.01 aprox,OK,Tarde,Luis Ramos,14:00,22:00,Tratamiento termico,Termico,155.0,260.0,Horno 05,linea c,TeRmIcO,10.14
447,2026-01-19,10.8,5746,32,34.96,682.36,Falta de insumo,Media,55.11,1416.77,,Tarde,Luis Ramos,14:00,22:00,Etiquetado final,Empaque,24.0,880.0,Selladora 08,Linea D,Sellado,7.96
448,2026-02-27, 11.08 ,4883,25,32.36 aprox,637.83,,Media,41.41,1240.47,Validar causa,Manana,Ana Torres,06:00,14:00,Etiquetado final,Empaque,24.0,880.0,Cortadora 03,Linea B,Corte,5.06
449,18-04-2026,7.25,2877,40,24.43,567.48,Falta de insumo,BaJa,49.75,1577.76,Revisar sensor,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,prensa 02,Linea A,Prensado,6.78
450,2026-01-26, 10.18 ,4777,20,37.51, 551.27 ,Cambio de formato,Baja,38.8,1388.23,,Tarde,Luis Ramos,14:00,22:00,Preparacion de insumo,Preparacion,45.0,520.0,prensa 02,Linea A,Prensado,6.78
451,2026-03-24,8.22,3798,7,39.14,636.28,AjUsTe dE CaLiDaD,Alta,32.52,952.95,Atencion mantenimiento,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Empacadora 04,Linea B,Empaque,3.64
452,2026-05-18,5.66,2312,17,"39,75",567.29,Falla electrica,Media,63.35,1406.86,,Noche,Diana Flores,22:00,06:00,Corte de piezas,transformacion,38.0,620.0,Selladora 08,Linea D,Sellado,7.96
453,2026/05/16,4.21,653,25,,219.35,falla mecanica,Critica,78.86,2796.04,Revisar sensor,Manana,Ana Torres,06:00,14:00,Enfriamiento controlado,Termico,30.0,300.0,Etiquetadora 06,Linea C,Etiquetado,2.46
454,2026-05-23,8.6,3010,19,38.65,462.73,FALLA ELECTRICA,,36.59,992.83,Validar causa,Tarde,Luis Ramos,14:00,22:00,Corte de piezas,transformacion,38.0,620.0,Empacadora 04,Linea B,Empaque,3.64
455,2026-01-25, 5.27 ,1318,20, 67.35 , 329.77 ,Mantenimiento correctivo,Media,54.43,1886.68,Revisar  sensor,Noche,Diana Flores,22:00,06:00,Moldeado inicial,Transformacion,70.0,410.0,Selladora 08,Linea D,Sellado,7.96
456,2026-02-03,9.56 aprox,2275,19, 23.44 ,252.09,Falla mecanica,Baja,44.16,1577.68,Atencion mantenimiento,Noche,Diana Flores,22:00,06:00,Enfriamiento controlado,Termico,30.0,300.0,Mezcladora 01,Linea A,Mezclado,4.18
457, 2026-02-07 ,6.81,6040,23,17.23,945.85,Espera de operador,Alta,47.98,1437.69,Revisar sensor,Noche,Diana Flores,22:00,06:00,Etiquetado final,Empaque,24.0,880.0,Empacadora 04,Linea B,Empaque,3.64
458,2026-04-06,10.45,3698,26,28.23,455.32,Mantenimiento correctivo,media,63.53,1809.08,Revisar sensor,Manana,Ana Torres,06:00,14:00,Corte de piezas,transformacion,38.0,620.0,Selladora 08,Linea D,Sellado,7.96
459,2026-02-10,11.13,1996,18,26.64,254.37,  Mantenimiento correctivo ,ALTA,73.53,2207.22,OK,Tarde,Luis Ramos,14:00,22:00,Control de calidad,CaLiDaD,23.0,350.0,Llenadora 07,Linea D,Llenado,5.65
460,2026-03-01,3.64,994,17,20.8,278.89,Ajuste de calidad,Media,31.83,1052.41,,Manana,Ana Torres,06:00,14:00,Control de calidad,CaLiDaD,23.0,350.0,Etiquetadora 06,Linea C,Etiquetado,2.46
